# Title: Global Land and Ocean Average Temperature Anomalies
# Units: Degrees Celsius
# Missing: -999
# Base Period: 1901-2000
Date,Anomaly
194910,-0.06
194911,-0.10
194912,-0.11
195001,-0.19
195002,-0.21
195003,-0.06
195004,-0.17
195005,0.01
195006,-0.01
195007,-0.05
195008,-0.09
195009,-0.08
195010,-0.19
195011,-0.29
195012,-0.21
195101,-0.32
195102,-0.38
195103,-0.13
195104,-0.16
195105,0.03
195106,0.03
195107,0.04
195108,0.10
195109,0.14
195110,0.13
195111,0.00
195112,0.18
195201,0.15
195202,0.12
195203,-0.03
195204,0.09
195205,0.00
195206,0.00
195207,0.06
195208,0.07
195209,0.07
195210,0.04
195211,-0.07
195212,0.03
195301,0.09
195302,0.17
195303,0.17
195304,0.25
195305,0.17
195306,0.18
195307,0.01
195308,0.03
195309,0.00
195310,0.10
195311,-0.02
195312,0.06
195401,-0.16
195402,-0.06
195403,-0.12
195404,-0.15
195405,-0.17
195406,-0.09
195407,-0.08
195408,-0.11
195409,-0.09
195410,-0.02
195411,0.04
195412,-0.12
195501,0.13
195502,-0.19
195503,-0.29
195504,-0.20
195505,-0.15
195506,-0.12
195507,-0.09
195508,0.04
195509,-0.07
195510,-0.06
195511,-0.23
195512,-0.27
195601,-0.09
195602,-0.17
195603,-0.13
195604,-0.24
195605,-0.25
195606,-0.15
195607,-0.09
195608,-0.25
195609,-0.19
195610,-0.24
195611,-0.13
195612,-0.02
195701,-0.03
195702,-0.08
195703,-0.07
195704,0.04
195705,0.11
195706,0.18
195707,0.07
195708,0.16
195709,0.12
195710,0.06
195711,0.06
195712,0.11
195801,0.35
195802,0.19
195803,0.13
195804,0.07
195805,0.09
195806,0.04
195807,0.12
195808,0.02
195809,-0.02
195810,0.03
195811,0.00
195812,0.09
195901,0.11
195902,0.10
195903,0.22
195904,0.15
195905,0.09
195906,0.10
195907,0.09
195908,0.05
195909,0.02
195910,0.00
195911,-0.04
195912,0.02
196001,0.04
196002,0.15
196003,-0.24
196004,-0.11
196005,-0.07
196006,-0.01
196007,0.01
196008,0.05
196009,0.08
196010,0.05
196011,-0.12
196012,0.23
196101,0.11
196102,0.17
196103,0.12
196104,0.15
196105,0.14
196106,0.13
196107,0.07
196108,0.06
196109,0.07
196110,-0.01
196111,0.03
196112,-0.12
196201,0.07
196202,0.16
196203,0.16
196204,0.05
196205,-0.04
196206,0.03
196207,0.03
196208,0.00
196209,0.03
196210,0.03
196211,0.11
196212,0.03
196301,0.01
196302,0.20
196303,-0.10
196304,-0.03
196305,-0.04
196306,0.03
196307,0.08
196308,0.20
196309,0.17
196310,0.13
196311,0.11
196312,0.05
196401,-0.05
196402,-0.10
196403,-0.21
196404,-0.26
196405,-0.20
196406,-0.03
196407,-0.03
196408,-0.12
196409,-0.24
196410,-0.28
196411,-0.24
196412,-0.24
196501,-0.07
196502,-0.16
196503,-0.13
196504,-0.17
196505,-0.11
196506,-0.08
196507,-0.07
196508,-0.02
196509,-0.07
196510,0.01
196511,0.00
196512,-0.03
196601,-0.15
196602,-0.03
196603,0.00
196604,-0.11
196605,-0.05
196606,0.04
196607,0.13
196608,-0.02
196609,0.01
196610,-0.14
196611,-0.03
196612,-0.02
196701,-0.09
196702,-0.18
196703,0.04
196704,-0.01
196705,0.18
196706,0.00
196707,0.02
196708,0.03
196709,0.01
196710,0.12
196711,-0.05
196712,0.02
196801,-0.22
196802,-0.14
196803,0.16
196804,-0.05
196805,-0.06
196806,-0.02
196807,-0.09
196808,-0.01
196809,-0.09
196810,0.05
196811,-0.10
196812,-0.11
196901,-0.07
196902,-0.07
196903,0.08
196904,0.19
196905,0.22
196906,0.10
196907,0.03
196908,0.06
196909,0.11
196910,0.13
196911,0.14
196912,0.29
197001,0.17
197002,0.21
197003,0.11
197004,0.10
197005,0.03
197006,0.02
197007,0.05
197008,-0.05
197009,0.10
197010,0.01
197011,0.01
197012,-0.09
197101,-0.04
197102,-0.15
197103,-0.11
197104,-0.06
197105,-0.01
197106,-0.09
197107,-0.03
197108,0.00
197109,0.04
197110,-0.09
197111,-0.10
197112,-0.06
197201,-0.18
197202,-0.13
197203,0.08
197204,0.06
197205,0.01
197206,0.13
197207,0.07
197208,0.20
197209,0.10
197210,0.12
197211,0.03
197212,0.24
197301,0.31
197302,0.34
197303,0.29
197304,0.33
197305,0.28
197306,0.27
197307,0.16
197308,0.10
197309,0.13
197310,0.10
197311,0.04
197312,0.00
197401,-0.08
197402,-0.25
197403,-0.06
197404,-0.07
197405,0.01
197406,0.00
197407,0.02
197408,0.11
197409,-0.05
197410,-0.03
197411,-0.10
197412,-0.09
197501,0.05
197502,0.10
197503,0.16
197504,0.09
197505,0.15
197506,0.08
197507,0.02
197508,-0.09
197509,0.02
197510,-0.15
197511,-0.19
197512,-0.12
197601,-0.02
197602,-0.08
197603,-0.15
197604,-0.02
197605,-0.18
197606,-0.07
197607,0.00
197608,-0.04
197609,0.02
197610,-0.21
197611,-0.05
197612,0.16
197701,0.24
197702,0.20
197703,0.23
197704,0.26
197705,0.31
197706,0.28
197707,0.22
197708,0.23
197709,0.12
197710,0.07
197711,0.19
197712,0.10
197801,0.12
197802,0.16
197803,0.22
197804,0.15
197805,0.11
197806,0.04
197807,0.09
197808,-0.07
197809,0.10
197810,0.06
197811,0.18
197812,0.12
197901,0.15
197902,-0.04
197903,0.17
197904,0.09
197905,0.14
197906,0.19
197907,0.12
197908,0.21
197909,0.28
197910,0.28
197911,0.27
197912,0.51
198001,0.36
198002,0.46
198003,0.35
198004,0.35
198005,0.39
198006,0.27
198007,0.31
198008,0.28
198009,0.25
198010,0.19
198011,0.26
198012,0.24
198101,0.51
198102,0.42
198103,0.46
198104,0.34
198105,0.28
198106,0.33
198107,0.32
198108,0.35
198109,0.22
198110,0.25
198111,0.29
198112,0.45
198201,0.09
198202,0.21
198203,0.05
198204,0.16
198205,0.18
198206,0.10
198207,0.19
198208,0.11
198209,0.20
198210,0.17
198211,0.16
198212,0.45
198301,0.49
198302,0.46
198303,0.42
198304,0.28
198305,0.38
198306,0.30
198307,0.23
198308,0.36
198309,0.42
198310,0.22
198311,0.35
198312,0.24
198401,0.31
198402,0.20
198403,0.31
198404,0.12
198405,0.36
198406,0.11
198407,0.18
198408,0.21
198409,0.24
198410,0.17
198411,0.08
198412,0.02
198501,0.27
198502,0.04
198503,0.22
198504,0.15
198505,0.20
198506,0.19
198507,0.04
198508,0.17
198509,0.17
198510,0.13
198511,0.11
198512,0.19
198601,0.28
198602,0.39
198603,0.31
198604,0.25
198605,0.27
198606,0.18
198607,0.17
198608,0.19
198609,0.12
198610,0.17
198611,0.14
198612,0.21
198701,0.35
198702,0.39
198703,0.19
198704,0.26
198705,0.32
198706,0.36
198707,0.48
198708,0.31
198709,0.40
198710,0.33
198711,0.26
198712,0.45
198801,0.55
198802,0.46
198803,0.52
198804,0.45
198805,0.46
198806,0.43
198807,0.36
198808,0.41
198809,0.39
198810,0.36
198811,0.14
198812,0.29
198901,0.11
198902,0.32
198903,0.32
198904,0.31
198905,0.20
198906,0.22
198907,0.30
198908,0.33
198909,0.39
198910,0.32
198911,0.17
198912,0.41
199001,0.39
199002,0.40
199003,0.75
199004,0.61
199005,0.52
199006,0.39
199007,0.42
199008,0.36
199009,0.32
199010,0.42
199011,0.41
199012,0.43
199101,0.41
199102,0.50
199103,0.37
199104,0.52
199105,0.42
199106,0.54
199107,0.48
199108,0.42
199109,0.42
199110,0.33
199111,0.30
199112,0.30
199201,0.43
199202,0.43
199203,0.47
199204,0.30
199205,0.34
199206,0.30
199207,0.14
199208,0.11
199209,0.04
199210,0.06
199211,0.05
199212,0.20
199301,0.34
199302,0.40
199303,0.37
199304,0.32
199305,0.30
199306,0.31
199307,0.27
199308,0.18
199309,0.19
199310,0.26
199311,0.08
199312,0.21
199401,0.23
199402,0.06
199403,0.30
199404,0.40
199405,0.33
199406,0.43
199407,0.32
199408,0.25
199409,0.35
199410,0.44
199411,0.43
199412,0.39
199501,0.54
199502,0.76
199503,0.51
199504,0.50
199505,0.33
199506,0.47
199507,0.50
199508,0.53
199509,0.41
199510,0.44
199511,0.46
199512,0.31
199601,0.28
199602,0.49
199603,0.38
199604,0.34
199605,0.33
199606,0.30
199607,0.37
199608,0.45
199609,0.29
199610,0.21
199611,0.40
199612,0.36
199701,0.26
199702,0.37
199703,0.52
199704,0.39
199705,0.39
199706,0.56
199707,0.43
199708,0.47
199709,0.61
199710,0.64
199711,0.63
199712,0.58
199801,0.60
199802,0.81
199803,0.64
199804,0.72
199805,0.70
199806,0.74
199807,0.71
199808,0.71
199809,0.50
199810,0.44
199811,0.44
199812,0.58
199901,0.47
199902,0.65
199903,0.36
199904,0.36
199905,0.32
199906,0.41
199907,0.38
199908,0.38
199909,0.42
199910,0.34
199911,0.36
199912,0.47
200001,0.31
200002,0.54
200003,0.53
200004,0.59
200005,0.37
200006,0.39
200007,0.41
200008,0.44
200009,0.45
200010,0.31
200011,0.30
200012,0.30
200101,0.46
200102,0.43
200103,0.54
200104,0.53
